Created-At,From-User,Text,Retweet-Count,Id
12/22/2020 6:28:00 AM,RIP IndonesianJustice?.,"Jelas yg membuat Angka Positif Covid kian tinggi kebijakan Pemerintah sendiri. 
-PSBB bkn Karantina Wilayah.
-New Normal, Kebiasaan Baru.
-Cuti Bersama.
-Pilkada.
-Penyaluran Bantuan Langsung.

Begitupun ceritanya 'Penanganan Pandemi sdh cukup baik'. https://t.co/CbtHBo4Hmb",0,1341163616402190000
12/22/2020 3:20:00 AM,Dionysius Labdo G H,RT @detikcom: Peraturan soal PSBB mengharuskan resto membatasi jumlah pengunjung. Tapi ada saja resto mengabaikan protokol kesehatan Covid-…,1,1341116246956400000
12/22/2020 3:14:00 AM,detikcom,Peraturan soal PSBB mengharuskan resto membatasi jumlah pengunjung. Tapi ada saja resto mengabaikan protokol kesehatan Covid-19. Seperti restoran dan bar ini. https://t.co/M4BFSS2A7d,1,1341114917689180000
12/22/2020 1:52:00 AM,Sukardin Dhyno,"Kasus Positif Covid-19 Melonjak, PSBB Lebak Diperpanjang 15 Hari https://t.co/PbNPm6lpTK",0,1341094225031520000
12/22/2020 1:30:00 AM,??,"Emg udah paling bener dah nih. Buruan deh segerakan deh. 
https://t.co/YMVdXQevzP",0,1341088744783270000
12/22/2020 12:48:00 AM,bey,"RT @Gandawan: Gibran dan HRS sama-sama pencipta kerumunan di saat pandemi covid masih berlangsung.
HRS sudah ditersangkakan dan ditahan.
Ka…",45,1341078047655510000
12/22/2020 12:14:00 AM,Kelurahan Karet Kuningan,"Satgas Covid-19 Kelurahan dipimpin Lurah Kel Karet Kuningan Drs. H. Endang Efendi, M.M. melaksanakan giat monitoring PSBB dan Operasi Tertib Masker Jl. Anggrek IV Kel Karet Kuningan
Senin, 21 Desember 2020
Bersama kita #lawancovid19 @KotaJaksel  @Kec_Setiabudi https://t.co/0pZgS27t9a",0,1341069537626580000
12/21/2020 11:55:00 PM,W U L I,"@bayu_joo sebuah siklus
Naik kasus covid —> lockdown, PSBB
     ^                                   | 
     |                                    |  
     |                                    |
     |                                    v                     
Ga jelas <— berita vaksin dateng",0,1341064706191080000
12/21/2020 11:53:00 PM,Primaberita.com,"Antisipasi Lonjakan Covid-19, Pemko Tebingtinggi Terbitkan Surat Edaran Tentang PSBB https://t.co/5c3DsdvxDv",0,1341064229751840000
12/21/2020 11:39:00 PM,Zevosta,"@KompasTV Gile ini Gubermur apa ma erot. Panjangin terus.. tolong pa, mikir dengan TGUPP segambreng, cari solusi, jangan cuma tarik PSBB. Duit trilyunan tapi tes COVID bayar? Ngga malu sama surabaya masbro?",0,1341060860261780000
