"Created-At";"From-User";"Text";"Retweet-Count";"Id"
12/23/20 1:18 PM;"Kaltim Today";"Puluhan Staf KPU Samarinda Positif Covid-19, Jadi Klaster Pilkada? https://t.co/nybM4rLyJp";0;"1341629143801188352"
12/23/20 1:18 PM;"IG: amrudinnejad_";"RT @sandiuno: Selamat pagi. Alhamdulillah kemarin saya sudah melakukan tes swab PCR yang kesekian kalinya untuk membuktikan bahwa saya suda…";392;"1341629139292311553"
12/23/20 1:18 PM;"PU Nabil ?? #RakyatJagaRakyat";"RT @forsyo: Aku memang berharap Kerajaan dapat the best deal untuk kepentingan vaksin rakyat Malaysia.

Cuma banyak sangat keterangan berca…";20;"1341629132631801863"
12/23/20 1:18 PM;"Mr.Cardhus";"RT @SyahRungAn: Presiden @jokowi menegaskan dirinya akan menjadi pihak pertama yang akan mendapatkan vaksinasi Covid-19. Menurut dia, ini d…";20;"1341629121105825792"
12/23/20 1:18 PM;"CUTE DINOSAUR";"RT @dianseptiarii: Terawan jadi salah satu dari  9.77 juta orang Indonesia yg kehilangan pekerjaan karena COVID";12712;"1341629109508603904"
12/23/20 1:18 PM;"Mr.Cardhus";"RT @SyahRungAn: Masyarakat diharapkan tdk takut dan ragu dgn vaksin Covid-19 

Pemerintah tengah memastikan vaksin yang akan digunakan aman…";18;"1341629108426399745"
12/23/20 1:17 PM;"jonidul4546";"RT @Beritasatu: Pemprov Sulsel Sediakan Tes Covid -19 Antigen Gratis di Bandara Sultan Hasanuddin https://t.co/w64fhm75nx https://t.co/pjBQ…";2;"1341629076411301888"
12/23/20 1:17 PM;"@polsekbarat_resmagetan";"Pelantikan dan Pengambilan Sumpah Perangkat Desa Rejomulyo Kec. Barat Terapkan Protokol Covid-19
https://t.co/jKfKayXB2c https://t.co/GKogrNFcvA";0;"1341629074360262656"
12/23/20 1:17 PM;"I am The Change";"RT @Elsalinah31: Kutokana na athari za COVID-19 uwezekano wa kupata msaada wa kifedha kwa kupata mkopo nafuu usio na riba ni muhimu kwa wan…";18;"1341629027824623617"
12/23/20 1:17 PM;"Awan";"RT @RETHA_Monicaa: Lenyapkan Kovid Dan FPI
#FPIPatutDibasmi

5 instruksi terbaru yg dikeluarkan Presiden Joko Widodo utk mensukseskan progr…";14;"1341629011122814977"
12/23/20 1:17 PM;"Healthier Indonesia";"Selamat bekerja bagi Pak Budi Gunadi Sadikin dan Dokter Dante Saksono. Semoga bisa menjadi dynamic duo yang mampu membawa Indonesia keluar dari wabah Covid-19.";0;"1341629001635307521"
12/23/20 1:17 PM;"D A N N E A Z A R A";"RT @zaxhazelnut: RM0 Ramai pulang ke kampung menziarahi ibu bapa/sanak saudara yang lama tidak bersua, namun jangan abaikan ancaman COVID-1…";5;"1341628991631806464"
12/23/20 1:17 PM;"??";"RT @sobatsehatkita: HASIL RAPID TEST SAMBAL CIRENG POSITIF COVID-19, KOK BISA?

Menurut Associate Professor dan Peneliti Kimia Farmasi Univ…";2872;"1341628982865719296"
12/23/20 1:17 PM;"KrupukMan";"RT @KATADATAcoid: WHO menyatakan, mutasi virus corona ditemukan di Belanda, Denmark, dan Australia. Varian virus yang mampu menyebar lebih…";47;"1341628970022752256"
12/23/20 1:17 PM;"Balozi 4.0";"RT @BaloziMtaa: Tahadhari didi ya COVID-19 zinatakiwa Kusambazwa kwa lugha rafiki kwa watu wenye ulemavu ili kuwa rahisi kwao kujikinga dhi…";5;"1341628965446766592"
12/23/20 1:17 PM;"Mordechai";"RT @Dennysiregar7: Langsung dihukum malaikat karena bohong soal Rasulullah.. ??

https://t.co/4S2bdZBnG4";413;"1341628959918678017"
12/23/20 1:17 PM;"??????";"RT @muliadilim: Untuk rawat inap isolasi 10 hari, billing-ku 83 juta rupiah. Ini dengan biaya visite dokter spesialis ga dicharge dan ada b…";1490;"1341628956475150336"
12/23/20 1:17 PM;"??";"Best gila geng medical. Tak grad lg tp penyelaras dah mintak list name untuk penempatan. Sebab kes covid so nak pakai ramai. Batch sepupu aku.  tak dak tempoh menunggu. Rezeki gillaaaaaa. Ni orang kata ada hikmah disebalik c19 ?";0;"1341628941212110848"
12/23/20 1:17 PM;"Wisteria?U Katanya";"@aewin86 Berarti mmg benar2 dibutuhkan kesadaran dan disiplin tinggi dlm berinteraksi untuk menghindari penularan covid 19 dan itu sudah terbukti";0;"1341628939345645569"
12/23/20 1:17 PM;"rosman|MohdSaid";"@lysffiaa Jahatnya ibu.
Hahaha.";0;"1341628932282445826"
12/23/20 1:17 PM;"daffa23";"RT @ZettaZahra2: Narasinya radikal-radikul, padahal masalah berat di pemerintahan Jokowi :

*Korupsi ugal-ugalan 
*Adanya pelanggaran HAM b…";22;"1341628931640737793"
12/23/20 1:17 PM;"Saufie Tamdjis";"@danial_hashim @AreWhereDaGreat Yeke.. Tu la..hrp tahun dpan reda covid ni.. Hehe";0;"1341628904704888832"
12/23/20 1:17 PM;"??";"Ya Allah baru dpt kalau saudara jauh aku meninggal grgr kena covid hari ini.. ???????";0;"1341628902200934400"
12/23/20 1:16 PM;"syazmiera";"RT @aainaanuar: Kedai yang tutup di kawasan Temerloh disebabkan Covid-19. Harap maklum.  Stay safe ?? https://t.co/vjfTRbmZel";511;"1341628828234354695"
12/23/20 1:16 PM;"PortalDaebak";"Aktor Kim Byung Choon telah menerima hasil tes COVID-19 yang positif. Pada 22 Desember, sumber dari agensinya mengatakan kepada MBN Star.
.
Read more (https://t.co/U6W9k4kuNc)
.
#kimbyungchoon #mbnstar #truebeauty #kdrama #dramakorea https://t.co/857KX0mY9K";0;"1341628818017030154"
12/23/20 1:16 PM;"momo";"Elah masalah covid aja digibahinnya kaya aib ketangkep pas lagi maksiat, makanya swab kawan2 malah jadi tuduh menuduh tanpa bukti :/";0;"1341628787436388353"
12/23/20 1:16 PM;"Yuni Praty";"RT @CNNIndonesia: Tiga provinsi di Pulau Jawa menyumbang kasus aktif #viruscorona tertinggi di Indonesia dengan jumlah lebih dari 10 ribu k…";2;"1341628786022838273"
12/23/20 1:16 PM;"sheasyua";"RT @zenrs: Jaga kondisi. Sakit berat di masa sekarang berabe, bahkan walau bukan COVID pun. 

Cerita lain ttg susahnya mendapatkan perawata…";56;"1341628777881772033"
12/23/20 1:16 PM;"hiraayyy";"@wordfangs https://t.co/RgguJQ7otF tiket beyond live nct2020, konten yg selalu ditonton selama covid-19. Pengen bangettt";0;"1341628771242131461"
12/23/20 1:16 PM;"Cims";"Covid itu bukan aib, cukup tawari bantuan, jaga jarak jaga kontak, jangan hakimi pasien dan keluarganya, mereka jg nggakmau kena loh :)";0;"1341628711234396161"
12/23/20 1:16 PM;"Humas Polsek Tombolopao";"Ayo terapkan protokol kesehatan untuk mencegah penyebaran covid-19.
@divisihumaspolri #kapoldasulsel #poldasulsel #opsyustisipoldasulsel https://t.co/HLRvINMhvG";0;"1341628704787550208"
12/23/20 1:16 PM;"?Mei Mei ? Christmas Eve?";"RT @mncbkr: Guys karna yg positif covid naik lagi, aku mau share vitamin yg aku konsumsi dan rutinitas selama aku positif covid. https://t.…";10736;"1341628689897832448"
